x1,x2,x3,x4,y
21.643329878061305,57.45003827355737,41.46846501233421,60.45601577560812,8303.234023502202
20.73072822349858,29.227974424505923,32.227164061416644,78.65705530848089,4249.463030754213
17.376787715981038,29.703384105267492,34.672895034478316,77.85391648210268,3665.5149275676054
18.473049724313324,35.97408062579094,24.732204820126896,72.08423697571004,4444.669038294071
18.315143956599112,36.784846134548005,25.297044882509905,82.7033010462585,4743.5050513853
22.82752914880618,40.84516320061665,41.16158211696022,82.61342606586011,6359.004145521689
17.91743964230827,12.363529442872021,32.281560495499455,70.16234586571868,1604.7643335299222
25.95855322410585,48.112024797605244,33.45387336109063,56.14543368078554,8580.248267905652
29.509334695703217,41.40196476044786,33.004998078567354,74.79642685001146,8366.181659224867
20.336210692650095,31.936591578503705,32.50749620842667,87.71984255393578,4489.793794532313
12.05557477671584,46.73901219278642,19.220777227260943,71.96640070122024,3896.292868361149
22.075239890099972,32.74295258607408,36.55307701454424,58.37259881393675,4867.86153306688
30.559704387060687,37.50578517034063,39.399204303444535,81.76957119947365,7874.33268436316
14.150621801698215,49.31114439258859,16.89653372558438,54.582410916433325,4770.498283375884
17.233129437857933,31.81800084783496,27.42668877597727,79.08789436014573,3824.6037895791337
16.145870902746275,39.37949636623553,48.286166200302475,70.75438503999956,4409.012897357624
21.69010158771564,38.242395580311545,33.350205878258826,62.07685963544213,5645.421468038371
14.501733565425608,38.536977591280696,28.05395103720039,56.59429477420412,3815.307522543334
17.725966702491487,50.8101062570793,36.19020774529723,66.12355036274309,6074.088942864164
14.2959656077467,46.25746373671349,29.46791460991835,75.21093407386243,4551.107058362165
15.675354746324274,39.41596822095031,31.443147019947567,64.07688230165816,4318.43936938644
14.702810821275852,36.33210652718308,26.314511950733035,87.29624424958584,3806.0314661879124
19.185336806496156,48.58529928197504,23.929500518053985,69.91902417976188,6315.289181311655
29.026563005122554,41.19248990512564,37.383075963715456,65.73877843035619,8143.111181883296
17.45059271133325,48.42571646555637,30.65642160320231,78.13373550662232,5852.856879764874
14.069751493831042,42.885736181470804,34.834113653897596,88.29114709543958,4091.421000865202
17.3865337655642,27.871941180803155,21.761550238187795,84.2371949807981,3454.9171997592684
30.4222852125841,43.458121197004125,25.43182253951786,71.99821991258779,9063.255372720985
25.458043006840594,31.40985869203871,29.454207902563933,62.183969524930504,5526.116081919743
24.56628537234753,49.583481081266655,34.68058967505843,61.444649146709615,8306.538854073886
22.710985571628513,40.75224273095015,33.25049356548872,78.69532809950152,6308.034507684644
15.973876288415862,30.39010055961927,22.20822202949405,71.65525853467295,3497.191802057642
15.62256043164892,15.30819088714319,30.24904467620804,86.80306845105339,1798.558953716559
19.159579462994586,38.99047060710296,29.871819319764935,59.414382575674765,5130.687000337131
12.79107925181332,43.06439639365913,38.41299119559037,56.31587912119327,3857.6618020859746
24.767243793475462,48.47156561885973,19.67332762965843,77.55030597457267,8123.810857735286
22.592302670609286,51.5088131038256,34.90179131981971,70.68479738260608,7975.819711944553
15.791585359246156,60.519561754747286,24.283542230308182,77.732516906696,6647.803706859316
19.82637067981299,42.453682500415596,21.9846737036287,55.70730306957597,5801.931756197241
22.20413806332399,27.75268174141136,24.1051634031105,77.05535302986499,4251.972144862854
23.170415287159095,45.02834909504747,43.62884908429396,74.6825069591305,7097.123406690627
16.355585187971805,35.57407732442107,34.76909224626796,70.53265033049045,4071.783854118399
26.23909908009175,34.91804319249489,20.77379163822001,68.80806262760612,6247.276234501879
27.44318483961522,40.4613764584114,23.742236842932215,67.32266543022847,7653.106483330097
17.95207054801026,43.654229074540815,31.638483107302186,71.52166548322344,5410.740850405368
23.624700945751382,41.24639201302984,29.568146893329185,78.40134310667246,6687.4163354463435
19.592120527472098,28.424335328297083,23.320335018615822,60.55590979671696,3887.6805044863636
23.88793689061216,49.93865673425799,34.23799209205821,74.93016408748964,8159.105536580769
24.613370672773236,22.996657498576045,25.110806721869885,68.7403322026418,3911.336601222971
27.509537373288392,50.26687079583542,33.02764182425432,86.82342265383589,9439.167065614542
21.922040203711166,57.7237255974199,19.994809821136283,86.91291970243552,8708.409371546235
18.547340237380446,24.07325762134827,32.90529553835419,77.9566388726116,3105.951117568662
21.877618825476574,46.843533795591554,39.75570898676507,64.9237702591036,7016.40227859152
21.325394041087144,37.97489062696609,25.92797989545108,63.29221756087701,5473.484343936849
12.417980174736494,48.78026644962344,24.01453751932796,56.33464021526821,4104.06897037394
23.2186611276747,18.439433484849115,26.72665704588569,73.07789263672574,3017.4184055197325
6.474989505006111,35.25921679330075,27.09057001601525,58.0021315381267,1605.6226465231803
21.611842045031487,40.81528944085856,22.093199531328864,70.34463401127388,6049.928379939633
8.689333932210047,36.070424495268526,30.302560863217547,73.94513660445253,2308.224339671557
22.754788766060884,39.98056823408336,18.501015647532,48.76904801761485,6124.078665744327
18.607260756088863,46.492945459623776,21.13308467399944,71.37114272878674,5933.550765269298
22.274469945011155,49.93060833324688,24.486045981514376,58.21964803944357,7547.845921788809
20.462680841600346,39.252996359832295,29.01458630913156,74.20948882742573,5461.69306467642
13.060807270853086,44.115012568153816,33.84475329599016,72.2885752221612,4030.083833190944
24.150953746486138,27.963246379968144,40.69695939592804,62.01186164837896,4567.4353613681715
22.551261557337813,36.01509240965276,23.9434295278951,68.06388319105247,5561.228659734703
29.61945689002495,47.14226916698704,30.154532656113407,72.4406013592042,9520.322750255027
29.68873217773508,47.4769062490669,27.72116512205466,84.41271575660073,9671.508479885453
25.119198279668637,33.15907489248573,24.889225706132915,63.97554582349499,5730.590702924552
19.32773821615776,36.68476085753657,36.428054844072236,71.44205364784585,4781.000348947753
21.167125539529703,22.49478614211759,34.276115380555396,65.85205418308769,3354.2344930436616
19.154063978995474,43.040314837508305,25.456671015639582,72.0340060020103,5772.049684622813
21.12787589472572,33.64377787443038,31.506140003984953,83.00192770957514,4879.040226148281
18.817131119685886,44.72153698613239,30.066425987667337,81.70960867297013,5775.751866094441
25.373036404845042,33.11432683088822,27.95551139717119,79.99909075762692,5735.027273876529
16.206637457698076,34.890798500778686,52.61200085692151,68.24907111184811,3857.5610081169903
21.588737922982002,41.01370609199179,28.464168531868143,55.57277140214267,5932.583482635759
21.269593753241598,22.942893675731945,33.92416564260473,67.51702899600853,3424.240763527
12.949708300476232,32.62891678396141,27.437131299202115,80.37153289154045,3041.739289645599
30.789904059613676,39.005308347124334,40.21846921906915,62.583183570721744,8105.123836058966
23.422614484559443,33.3972288123204,27.534865041680337,88.3674028748204,5440.6810460101
23.912219558892193,30.45366721110092,16.425973758463,65.88967201049411,5005.778979284394
24.738134665125067,27.534706306193637,40.378108373806924,84.99893571284201,4678.252491312856
15.953698078100544,39.6170574497025,20.813823457536145,65.04577574011677,4424.329360158811
14.231856541282083,30.95550324985711,23.00324161682909,74.80124531507475,3130.3945891105777
22.98050518212601,17.913317502895175,20.59089612281748,53.6833797544501,2943.7960399907565
24.95072800981383,59.39323720579948,24.115484728140764,67.8025533153458,10114.763696243937
25.319572387540283,31.43268804289532,31.346162834751127,79.10985275612317,5545.673741608006
16.378578451176267,28.83287903136314,29.388265471942578,76.55149686160709,3309.5491985913254
20.128584303092563,28.195367837030606,19.63528002013598,66.24356865650535,3940.0572171241492
26.161465932329143,37.18866062403681,31.349361150566878,70.14839055442128,6667.654098445699
16.63106785406639,51.71923803751227,22.279330602891164,73.20505696204742,5886.195096117439
20.13609188115457,34.672713616570945,28.261424040681607,77.93445605057983,4939.12068303643
24.625012351771304,24.00402625154258,26.815834515012163,49.8873506592287,4064.3330859652333
17.247587716333925,41.99323500708505,25.08419086253942,69.16736746459041,5013.471020521031
23.19595178394523,30.766945173148116,40.202939597896055,60.43529501179601,4875.985208944274
30.48842601304691,37.218854422346695,40.63077956711255,69.03204179347242,7716.941896099793
18.392112012984402,45.337601888200126,44.95171018275176,48.58609627661745,5742.951688419485
8.172065773311335,35.18854769134116,38.52816561241049,85.52802600240395,2013.545661487584
15.003181087777087,41.06561708414522,32.06998600884092,84.93756665839277,4274.193170897427
17.487201530230276,27.424341489166032,44.33816921497436,66.36497825735535,3336.4497034260685
15.603367433225834,19.000473214874663,31.14289058121838,81.04018455008078,2110.460542055542
21.88686685982527,49.64873736829539,30.87914674387914,64.10843573886845,7384.402274425781
16.374431309073252,54.930419928733784,33.36287800510509,74.765309389862,6136.326989354628
23.913938987516605,51.7504710298635,40.4712836085251,65.49508945645852,8365.242741928254
28.79225704179722,24.077308839003088,39.80352552547324,63.49335033187722,4724.082694275526
18.032704870567343,40.13897858075706,31.389227438951664,80.26591232804329,5037.181175287148
20.76163548893282,32.55894231484587,42.41744693599876,82.4905033814873,4758.047766684159
20.872758342260614,43.550324841354545,42.017132571903275,67.42959277740884,6173.904612140378
17.830336510301557,45.03530262902465,38.518382034465766,72.23966651701349,5478.833476708717
17.454468611778093,53.01494460844361,35.57610460641149,68.21379864578181,6418.75730538689
35.413820586848104,54.75854740280472,30.633559496798075,66.44043587690282,13088.260575354778
13.327751494828824,37.50805003074583,29.272164183664273,64.30149074819194,3466.3715611549032
18.64998396765539,36.209075287967025,34.90463203484478,70.25214543620794,4753.471231081406
14.114968310152333,45.071273902927175,31.984907886418316,75.8965662742403,4436.088184893127
24.13454741199847,30.93604940155744,31.965839309475236,70.44119918987772,5060.255226805796
20.112002436239248,48.96449590651439,20.62217878728969,59.802148450113776,6743.58948517864
10.157304996807984,41.41034245855353,44.990404985452685,95.20704733054892,3052.1624055062807
17.048055836841556,50.082784231465425,36.3498725992689,72.33863335987198,5922.727092323088
22.830112009038082,37.5976178803551,19.201733235299308,68.51781320502525,5853.313618228826
27.8858360055552,50.638918634718415,26.637449988064187,70.19061767208593,9557.18963473156
12.492377426654738,48.37911577370062,37.89689957134533,80.31888471537722,4126.272087342448
22.35828699675656,43.860129570590665,28.542826112445617,56.471326586875364,6715.0799076841495
21.190497482333612,50.76302377593747,35.10612033127741,95.58434261724872,7366.013455827707
20.94794916622053,51.4906131617372,29.330903019079386,79.34763275323499,7305.3082689571365
23.00836463449198,27.333646802405795,26.835117299985573,70.74217001769938,4418.118054146324
22.99489202621609,46.15788260319107,33.842057747083174,70.75978528477529,7326.81572408909
15.658868013371418,40.854377974768745,28.05276369494168,66.54420615923465,4413.942761356775
25.722870432949385,54.203413561632566,22.79803422842496,50.02024019763256,9417.296504630187
20.624660077015786,47.808862229942804,25.049430625384623,78.83663378528601,6726.145146887129
18.102018896320228,43.04473330573028,35.586115758987454,77.8753951187655,5396.295071885696
25.93743526232871,43.113905414151596,40.992144945787544,72.08443701813012,7625.376280632238
19.85612150521549,38.41484240424297,16.275498451064344,60.72692958543799,5353.665467900218
11.26332434059857,43.5046946551113,33.20174783081489,50.57402754648781,3293.1778702184556
14.980090764019202,22.825793622616267,26.040479096083263,72.78599811506308,2417.72133879184
20.206658409272464,36.3018336802852,30.45779131179436,83.17123990014267,4993.843431598372
17.89615950186532,45.712276975724556,24.668249044866563,75.09072849399747,5627.171161097523
22.914938816536385,37.09652011575977,26.23352938975218,57.248144553299454,5812.329054505257
21.520765941878192,42.9043006668816,37.174630200888046,75.66573213553897,6317.002697392897
20.791660923308335,33.861372395393154,28.109371555284266,84.05574354961608,4950.214561184617
20.912919418588363,35.12471579540411,23.97837021351926,53.77025376873742,5072.059857642517
21.78999054939545,48.63551421275622,37.1430440235178,57.568831281020934,7259.945738394957
23.801688861665525,29.751047598985043,26.441365081519834,58.23329989290276,4828.048440030676
20.415164449011417,43.884452329917266,41.301473656464815,84.0640698137259,6253.907336303015
20.53751332200617,23.603868611625543,28.598457076620047,67.03252832952576,3409.498488515529
16.27025122889378,57.56417115597311,24.104507603613328,56.64701381759223,6413.937960711461
20.495453045150846,34.43690629729253,34.26529640894171,61.56756814329558,4834.893148265251
13.501975184798454,33.94714959954801,19.903881195846388,74.4786370271395,3253.7956092920003
19.462682373589992,36.041918901165126,28.247562274828493,57.114180351714424,4734.971454610002
